author_name,author_gender,birthplace,pub_date,book_id,book_title,genre,pages,book_average_rating,book_fullurl
Max Lucado,male,United States,2000,281512,He Chose the Nails: What God Did to Win Your Heart,Christian,215,4.38,https://www.goodreads.com/book/show/281512.He_Chose_the_Nails
Gordon B. Hinckley,male,United States,2000,596259,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Religion,256,4.6,https://www.goodreads.com/book/show/596259.Standing_for_Something
Shaun Tan,male,Australia,2000,300946,The Red Tree,Childrens,36,4.54,https://www.goodreads.com/book/show/300946.The_Red_Tree
Marianne Curley,male,Australia,2000,565595,Old Magic,Fantasy,317,3.93,https://www.goodreads.com/book/show/565595.Old_Magic
Dave Eggers,male,United States,2000,4953,A Heartbreaking Work of Staggering Genius,Fiction,485,3.68,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
Jennifer Lauck,female,United States,2000,920330,Blackbird: A Childhood Lost and Found,Autobiography,432,4.08,https://www.goodreads.com/book/show/920330.Blackbird
Armistead Maupin,male,United States,2000,138180,The Night Listener,Fiction,344,3.64,https://www.goodreads.com/book/show/138180.The_Night_Listener
Christopher  Rice,male,United States,2000,23082546,A Density of Souls,Fiction,274,3.9,https://www.goodreads.com/book/show/23082546-a-density-of-souls
Matthew Kneale,male,United Kingdom,2000,14257,English Passengers,Historical,446,4.05,https://www.goodreads.com/book/show/14257.English_Passengers
David Starkey,male,United Kingdom,2000,134958,Elizabeth: The Struggle for the Throne,History,384,4.07,https://www.goodreads.com/book/show/134958.Elizabeth
Beverly Lewis,female,United States,2000,508413,The Shunning,Christian Fiction,288,4.14,https://www.goodreads.com/book/show/508413.The_Shunning
Adriana Trigiani,female,United States,2000,58822,Big Stone Gap,Fiction,320,3.85,https://www.goodreads.com/book/show/58822.Big_Stone_Gap
Laurell K. Hamilton,female,United States,2000,139417,A Kiss of Shadows,Fantasy,468,4.01,https://www.goodreads.com/book/show/139417.A_Kiss_of_Shadows
Nancy Moser,female,United States,2000,344474,Mozart's Sister,Historical,332,3.56,https://www.goodreads.com/book/show/344474.Mozart_s_Sister
Joan Bauer,female,United States,2000,522471,Hope Was Here,Young Adult,186,4.01,https://www.goodreads.com/book/show/522471.Hope_Was_Here
Jane Green,female,United Kingdom,2000,22649,Bookends,Womens Fiction,368,3.71,https://www.goodreads.com/book/show/22649.Bookends
Juliet Marillier,female,New Zealand,2000,13927,Son of the Shadows,Fantasy,608,4.32,https://www.goodreads.com/book/show/13927.Son_of_the_Shadows
Francesca Lia Block,female,United States,2000,44323,The Rose and the Beast: Fairy Tales Retold,Fantasy,240,3.77,https://www.goodreads.com/book/show/44323.The_Rose_and_the_Beast
Bevin Alexander,male,United States,2000,94001,How Hitler Could Have Won World War II: The Fatal Errors That Led to Nazi Defeat,History,337,3.73,https://www.goodreads.com/book/show/94001.How_Hitler_Could_Have_Won_World_War_II
Anthony Shadid,male,United States,2000,4362,Night Draws Near: Iraq's People in the Shadow of America's War,History,507,4.11,https://www.goodreads.com/book/show/4362.Night_Draws_Near
Denise Swanson,female,United States,2000,219646,Murder of a Small-Town Honey,Mystery,238,3.76,https://www.goodreads.com/book/show/219646.Murder_of_a_Small_Town_Honey
Brian Froud,male,United Kingdom,2000,47708,The Faeries' Oracle,Fantasy,224,4.44,https://www.goodreads.com/book/show/47708.The_Faeries_Oracle
Joanne Fluke,female,United States,2000,36347162,Chocolate Chip Cookie Murder,Mystery,436,3.71,https://www.goodreads.com/book/show/36347162-chocolate-chip-cookie-murder
Sidney Poitier,male,United States,2000,91563,The Measure of a Man: A Spiritual Autobiography,Nonfiction,243,3.7,https://www.goodreads.com/book/show/91563.The_Measure_of_a_Man
Elizabeth Berg,female,United States,2000,5190,Open House,Fiction,272,3.69,https://www.goodreads.com/book/show/5190.Open_House
Christina Schwarz,male,United States,2000,5171,Drowning Ruth,Fiction,368,3.74,https://www.goodreads.com/book/show/5171.Drowning_Ruth
Nelson DeMille,male,United States,2000,33808,The Lion's Game,Fiction,720,4.18,https://www.goodreads.com/book/show/33808.The_Lion_s_Game
David Bodanis,male,United States,2000,2802,E=mc²: A Biography of the World's Most Famous Equation,Science,337,4.09,https://www.goodreads.com/book/show/2802.E_mc_
Simon Garfield,male,United Kingdom,2000,580291,Mauve: How One Man Invented a Colour That Changed the World,History,224,3.71,https://www.goodreads.com/book/show/580291.Mauve
Peter Ackroyd,male,United Kingdom,2000,107400,London: The Biography,History,801,3.96,https://www.goodreads.com/book/show/107400.London
Ross King,male,Canada,2000,148821,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,History,167,3.85,https://www.goodreads.com/book/show/148821.Brunelleschi_s_Dome
H.W. Brands,male,United States,2000,147602,The First American: The Life and Times of Benjamin Franklin,Biography,765,4.1,https://www.goodreads.com/book/show/147602.The_First_American
Jim Grimsley,male,United States,2000,220753,Kirith Kirin,Fantasy,554,3.79,https://www.goodreads.com/book/show/220753.Kirith_Kirin
Tatyana Tolstaya,female,Russia,2000,310722,The Slynx,Fiction,299,3.81,https://www.goodreads.com/book/show/310722.The_Slynx
Y.B. Mangunwijaya,male,Indonesia,2000,1308822,Rumah Bambu: Kumpulan Cerpen Pertama dan Terakhir,Asian Literature,200,3.61,https://www.goodreads.com/book/show/1308822.Rumah_Bambu
Margaret Atwood,female,Canada,2000,78433,The Blind Assassin,Fiction,521,3.95,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
Roger Lowenstein,male,United States,2000,10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Economics,264,4.18,https://www.goodreads.com/book/show/10669.When_Genius_Failed
Paula H. Deen,female,United States,2000,995876,"The Lady & Sons, Too!: A Whole New Batch of Recipes from Savannah",Food and Drink,272,4.15,https://www.goodreads.com/book/show/995876.The_Lady_Sons_Too_
Rick Bayless,male,United States,2000,383480,Mexico One Plate At A Time,Food and Drink,384,4.14,https://www.goodreads.com/book/show/383480.Mexico_One_Plate_At_A_Time
Meg Cabot,female,United States,2000,38980,The Princess Diaries,Young Adult,240,3.78,https://www.goodreads.com/book/show/38980.The_Princess_Diaries
Dick Lehr,male,United States,2000,71111,Black Mass,Nonfiction,424,3.78,https://www.goodreads.com/book/show/71111.Black_Mass
Julia Quinn,female,United States,2000,861326,The Viscount Who Loved Me,Romance,354,4.19,https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me
Robert Cowley,male,United States,2000,696811,What If? 2: Eminent Historians Imagine What Might Have Been,History,427,3.67,https://www.goodreads.com/book/show/696811.What_If_2
Lama Surya Das,male,United States,2000,299600,"Awakening the Buddhist Heart: Integrating Love, Meaning, and Connection into Every Part of Your Life",Religion,272,4.15,https://www.goodreads.com/book/show/299600.Awakening_the_Buddhist_Heart
Nancy Mitford,female,United Kingdom,2000,372812,Love in a Cold Climate and Other Novels,Fiction,512,4.1,https://www.goodreads.com/book/show/372812.Love_in_a_Cold_Climate_and_Other_Novels
Jack Kornfield,male,United States,2000,341631,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Religion,336,4.16,https://www.goodreads.com/book/show/341631.After_the_Ecstasy_the_Laundry
Marianne Curley,male,Australia,2000,565595,Old Magic,Fantasy,400,3.93,https://www.goodreads.com/book/show/565595.Old_Magic
David Ebershoff,male,United States,2000,27864391,The Danish Girl,Historical,310,3.75,https://www.goodreads.com/book/show/27864391-the-danish-girl
Barbara Kingsolver,female,United States,2000,14249,Prodigal Summer,Fiction,444,3.99,https://www.goodreads.com/book/show/14249.Prodigal_Summer
Mitch Albom,male,United States,2000,3431,The Five People You Meet in Heaven,Fiction,196,3.92,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven
Meg Cabot,female,United States,2000,187811,Shadowland,Young Adult,287,4.04,https://www.goodreads.com/book/show/187811.Shadowland
Steven Sherrill,male,United States,2000,603260,The Minotaur Takes a Cigarette Break,Fiction,313,3.77,https://www.goodreads.com/book/show/603260.The_Minotaur_Takes_a_Cigarette_Break
Deborah Ellis,female,Canada,2000,828015,The Breadwinner,Young Adult,171,3.96,https://www.goodreads.com/book/show/828015.The_Breadwinner
George Saunders,male,United States,2000,14295,Pastoralia,Short Stories,188,4.11,https://www.goodreads.com/book/show/14295.Pastoralia
Eden Robinson,female,Canada,2000,292706,Monkey Beach,Fiction,384,4.01,https://www.goodreads.com/book/show/292706.Monkey_Beach
Joan Holub,male,United States,2000,1968592,Eek-a-boo,Holiday,24,3.87,https://www.goodreads.com/book/show/1968592.Eek_a_boo
Gerina Dunwich,female,United States,2000,174814,"The Pagan Book of Halloween: A Complete Guide to the Magick, Incantations, Recipes, Spells, and Lore",Nonfiction,189,3.84,https://www.goodreads.com/book/show/174814.The_Pagan_Book_of_Halloween
Katharine Holabird,female,United States,2000,787067,Angelina's Halloween,Holiday,32,3.8,https://www.goodreads.com/book/show/787067.Angelina_s_Halloween
Ann M. Martin,female,United States,2000,268917,The Doll People,Fantasy,288,4.02,https://www.goodreads.com/book/show/268917.The_Doll_People
Lily Prior,male,United Kingdom,2000,401528,La Cucina,Fiction,263,3.47,https://www.goodreads.com/book/show/401528.La_Cucina
Joanne Fluke,female,United States,2000,36347162,Chocolate Chip Cookie Murder,Mystery,324,3.71,https://www.goodreads.com/book/show/36347162-chocolate-chip-cookie-murder
Karin Alvtegen,male,Sweden,2000,1051622,Missing,Mystery,352,3.64,https://www.goodreads.com/book/show/1051622.Missing
China Miéville,male,United Kingdom,2000,68494,Perdido Street Station,Fantasy,623,3.97,https://www.goodreads.com/book/show/68494.Perdido_Street_Station
Christina Schwarz,male,United States,2000,5171,Drowning Ruth,Fiction,338,3.74,https://www.goodreads.com/book/show/5171.Drowning_Ruth
Victoria Hanley,male,United States,2000,420415,The Seer and the Sword,Fantasy,382,4.11,https://www.goodreads.com/book/show/420415.The_Seer_and_the_Sword
Jo Walton,female,United Kingdom,2000,1391321,The King's Peace,Fantasy,416,3.54,https://www.goodreads.com/book/show/1391321.The_King_s_Peace
Helen DeWitt,female,United States,2000,190372,The Last Samurai,Fiction,530,4.18,https://www.goodreads.com/book/show/190372.The_Last_Samurai
Algis Budrys,male,Germany,2000,744809,L. Ron Hubbard Presents Writers of the Future 16,Anthologies,495,3.7,https://www.goodreads.com/book/show/744809.L_Ron_Hubbard_Presents_Writers_of_the_Future_16
Miguel Ruiz,male,Mexico,2000,137883,The Voice of Knowledge: A Practical Guide to Inner Peace,Spirituality,234,4.3,https://www.goodreads.com/book/show/137883.The_Voice_of_Knowledge
Karen Armstrong,male,United Kingdom,2000,27309,The Battle for God: A History of Fundamentalism,Religion,480,3.93,https://www.goodreads.com/book/show/27309.The_Battle_for_God
Maggie Shayne,female,United States,2000,23466640,The Brands Who Came For Christmas,Romance,256,3.99,https://www.goodreads.com/book/show/23466640-the-brands-who-came-for-christmas
Darren Shan,male,United Kingdom,2000,8965,The Vampire's Assistant,Fantasy,256,4.12,https://www.goodreads.com/book/show/8965.The_Vampire_s_Assistant
Greg Rucka,male,United States,2000,107105,Batman: No Man's Land,Sequential Art,468,4.16,https://www.goodreads.com/book/show/107105.Batman
Noah Lukeman,male,United States,2000,263254,The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile,Language,208,3.96,https://www.goodreads.com/book/show/263254.The_First_Five_Pages
Andrew Solomon,male,United States,2000,13932,The Noonday Demon: An Atlas of Depression,Nonfiction,576,4.16,https://www.goodreads.com/book/show/13932.The_Noonday_Demon
Joe R. Lansdale,male,United States,2000,102113,The Bottoms,Mystery,328,4.15,https://www.goodreads.com/book/show/102113.The_Bottoms
Edward Carey,male,United Kingdom,2000,329326,Observatory Mansions,Fiction,368,3.94,https://www.goodreads.com/book/show/329326.Observatory_Mansions
Jeffrey Tayler,male,United States,2000,35069,Facing the Congo: A Modern-Day Journey into the Heart of Darkness,Cultural,288,3.78,https://www.goodreads.com/book/show/35069.Facing_the_Congo
Ian Rankin,male,Scotland,2000,69807,Set in Darkness,Mystery,448,4.05,https://www.goodreads.com/book/show/69807.Set_in_Darkness
Lauren Brooke,female,United Kingdom,2000,904965,After the Storm,Animals,176,4.1,https://www.goodreads.com/book/show/904965.After_the_Storm
Cynthia Moss,female,United States,2000,409901,Elephant Memories: Thirteen Years in the Life of an Elephant Family,Nonfiction,364,4.19,https://www.goodreads.com/book/show/409901.Elephant_Memories
Shaun Tan,male,Australia,2000,69139,The Lost Thing,Childrens,32,4.33,https://www.goodreads.com/book/show/69139.The_Lost_Thing
Tatyana Tolstaya,female,Russia,2000,310722,The Slynx,Cultural,299,3.81,https://www.goodreads.com/book/show/310722.The_Slynx
Anne Isaacs,male,United States,2000,1181520,Torn Thread,Historical,192,4.04,https://www.goodreads.com/book/show/1181520.Torn_Thread
Peter F. Drucker,male,Austria,2000,48016,The Essential Drucker,Business,368,4.1,https://www.goodreads.com/book/show/48016.The_Essential_Drucker
John Keay,male,United Kingdom,2000,174501,India: A History,History,608,3.95,https://www.goodreads.com/book/show/174501.India
Ruskin Bond,male,India,2000,475166,The Best of Ruskin Bond,Fiction,448,4.28,https://www.goodreads.com/book/show/475166.The_Best_of_Ruskin_Bond
Richard Ben Cramer,male,United States,2000,278701,Joe DiMaggio: The Hero's Life,Sports and Games,546,3.94,https://www.goodreads.com/book/show/278701.Joe_DiMaggio
Naoki Urasawa,male,Japan,2000,1308213,"Naoki Urasawa's 20th Century Boys, Volume 01: Friends",Sequential Art,210,4.37,https://www.goodreads.com/book/show/1308213.20th_Century_Boys_Band_01
Melinda Blanchard,male,United States,2000,821026,A Trip to the Beach: Living on Island Time in the Caribbean,Travel,304,3.9,https://www.goodreads.com/book/show/821026.A_Trip_to_the_Beach
Peter Carey,male,Australia,2000,110090,True History of the Kelly Gang,Fiction,384,3.81,https://www.goodreads.com/book/show/110090.True_History_of_the_Kelly_Gang
Amy Bloom,male,United States,2000,197750,A Blind Man Can See How Much I Love You,Short Stories,161,3.89,https://www.goodreads.com/book/show/197750.A_Blind_Man_Can_See_How_Much_I_Love_You
Anne Mazer,female,United States,2000,24334,Every Cloud Has a Silver Lining,Childrens,128,3.93,https://www.goodreads.com/book/show/24334.Every_Cloud_Has_a_Silver_Lining
Mikael Niemi,male,Sweden,2000,63504,Popular Music from Vittula,Fiction,240,3.63,https://www.goodreads.com/book/show/63504.Popular_Music_from_Vittula
Hiroya Oku,male,Japan,2000,2824337,Gantz/1,Sequential Art,224,3.92,https://www.goodreads.com/book/show/2824337-gantz-1
Lauren Royal,male,United States,2000,23556393,Amethyst,Romance,416,3.84,https://www.goodreads.com/book/show/23556393-amethyst
Susan Grant,female,United States,2000,35805990,The Star King,Romance,268,3.75,https://www.goodreads.com/book/show/35805990-star-king
Sophie Kinsella,female,United Kingdom,2001,33724,Can You Keep a Secret?,Womens Fiction,374,3.83,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_
Paullina Simons,female,Russia,2001,41014505,The Bronze Horseman,Historical,637,4.32,https://www.goodreads.com/book/show/41014505-the-bronze-horseman
Jacqueline Carey,female,United States,2001,153008,Kushiel's Dart,Fantasy,1015,4.04,https://www.goodreads.com/book/show/153008.Kushiel_s_Dart
Charlaine Harris,female,United States,2001,301082,Dead Until Dark,Fantasy,292,3.96,https://www.goodreads.com/book/show/301082.Dead_Until_Dark
Sara Ryan,male,United States,2001,47944,Empress of the World,Young Adult,215,3.74,https://www.goodreads.com/book/show/47944.Empress_of_the_World
Yann Martel,male,Spain,2001,4214,Life of Pi,Fiction,460,3.89,https://www.goodreads.com/book/show/4214.Life_of_Pi
Sue Monk Kidd,female,United States,2001,37435,The Secret Life of Bees,Fiction,336,4.03,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees
Ian McEwan,male,United Kingdom,2001,6867,Atonement,Fiction,351,3.89,https://www.goodreads.com/book/show/6867.Atonement
David McCullough,male,United States,2001,2203,John Adams,History,751,4.05,https://www.goodreads.com/book/show/2203.John_Adams
Eric Schlosser,male,United States,2001,1097,Fast Food Nation: The Dark Side of the All-American Meal,Nonfiction,399,3.74,https://www.goodreads.com/book/show/1097.Fast_Food_Nation
Richard Russo,male,United States,2001,187020,Empire Falls,Fiction,483,3.92,https://www.goodreads.com/book/show/187020.Empire_Falls
Ann Patchett,female,United States,2001,5826,Bel Canto,Fiction,352,3.93,https://www.goodreads.com/book/show/5826.Bel_Canto
Wendelin Van Draanen,female,United States,2001,331920,Flipped,Young Adult,212,3.95,https://www.goodreads.com/book/show/331920.Flipped
Ann Brashares,female,United States,2001,452306,The Sisterhood of the Traveling Pants,Young Adult,294,3.77,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
Dennis Lehane,male,United States,2001,21671,Mystic River,Mystery,416,4.19,https://www.goodreads.com/book/show/21671.Mystic_River
Megan McCafferty,male,United States,2001,138202,Sloppy Firsts,Young Adult,298,3.94,https://www.goodreads.com/book/show/138202.Sloppy_Firsts
Sri Sri Ravi Shankar,male,India,2001,182521,Celebrating Silence: Excerpts from Five Years of Weekly Knowledge 1995-2000,Nonfiction,206,4.72,https://www.goodreads.com/book/show/182521.Celebrating_Silence
Leif Enger,male,United States,2001,227571,Peace Like a River,Fiction,312,3.99,https://www.goodreads.com/book/show/227571.Peace_Like_a_River
Alexandra Fuller,female,United Kingdom,2001,24687,Don't Let's Go to the Dogs Tonight: An African Childhood,Autobiography,315,3.96,https://www.goodreads.com/book/show/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight
Antonia Fraser,female,United Kingdom,2001,17157,Marie Antoinette: The Journey,History,512,3.92,https://www.goodreads.com/book/show/17157.Marie_Antoinette
Constance O'Day-Flannery,female,United States,2001,609153,Time After Time,Science Fiction,374,3.9,https://www.goodreads.com/book/show/609153.Time_After_Time
Kai Meyer,male,Germany,2001,929373,The Water Mirror,Fantasy,256,3.84,https://www.goodreads.com/book/show/929373.The_Water_Mirror
Shashi Tharoor,male,United Kingdom,2001,30842,Riot,Fiction,272,3.69,https://www.goodreads.com/book/show/30842.Riot
Eoin Colfer,male,Ireland,2001,249747,Artemis Fowl,Fantasy,316,3.84,https://www.goodreads.com/book/show/249747.Artemis_Fowl
Linda Sue Park,female,United States,2001,785453,A Single Shard,Historical,192,3.88,https://www.goodreads.com/book/show/785453.A_Single_Shard
David Weber,male,United States,2001,25320,March Upcountry,Science Fiction,608,4.18,https://www.goodreads.com/book/show/25320.March_Upcountry
Neal Asher,male,United Kingdom,2001,98046,Gridlinked,Science Fiction,423,3.97,https://www.goodreads.com/book/show/98046.Gridlinked
Lalita Tademy,female,United States,2001,5167,Cane River,Historical,522,4.05,https://www.goodreads.com/book/show/5167.Cane_River
Carlos Ruiz Zafón,male,Spain,2001,1232,The Shadow of the Wind,Fiction,487,4.26,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
Manil Suri,male,India,2001,13707714,The Death of Vishnu,Fiction,301,3.62,https://www.goodreads.com/book/show/13707714-the-death-of-vishnu
Bisco Hatori,female,Japan,2001,484167,"Millennium Snow, Vol. 1",Sequential Art,205,4.04,https://www.goodreads.com/book/show/484167.Millennium_Snow_Vol_1
Aya Nakahara,female,Japan,2001,439363,"Love★Com, Vol. 1",Sequential Art,180,4.22,https://www.goodreads.com/book/show/439363.Love_Com_Vol_1
Karen Marie Moning,female,United States,2001,112754,Kiss of the Highlander,Romance,396,4.31,https://www.goodreads.com/book/show/112754.Kiss_of_the_Highlander
Simon Winchester,male,United Kingdom,2001,25014,The Map That Changed the World,History,352,3.82,https://www.goodreads.com/book/show/25014.The_Map_That_Changed_the_World
Michael Pollan,male,United States,2001,41021145,The Botany of Desire: A Plant's-Eye View of the World,Nonfiction,297,4.06,https://www.goodreads.com/book/show/41021145-the-botany-of-desire
Karin Slaughter,female,United States,2001,21718,Blindsighted,Mystery,418,4.1,https://www.goodreads.com/book/show/21718.Blindsighted
Harlan Coben,male,United States,2001,43933,Tell No One,Mystery,370,4.11,https://www.goodreads.com/book/show/43933.Tell_No_One
David Markson,male,United States,2001,195606,This Is Not a Novel,Fiction,190,4.05,https://www.goodreads.com/book/show/195606.This_Is_Not_a_Novel
Maria McCann,male,United Kingdom,2001,271487,As Meat Loves Salt,Historical,565,3.89,https://www.goodreads.com/book/show/271487.As_Meat_Loves_Salt
Anthony Everitt,male,United Kingdom,2001,84593,Cicero: The Life and Times of Rome's Greatest Politician,History,364,3.97,https://www.goodreads.com/book/show/84593.Cicero
Simon Schama,male,United Kingdom,2001,155239,A History of Britain: The Wars of the British 1603-1776,History,544,4.07,https://www.goodreads.com/book/show/155239.A_History_of_Britain
Hampton Sides,male,United States,2001,94799,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,History,344,4.19,https://www.goodreads.com/book/show/94799.Ghost_Soldiers
Margaret MacMillan,female,Canada,2001,26348,Paris 1919: Six Months that Changed the World,History,570,4.08,https://www.goodreads.com/book/show/26348.Paris_1919
Paullina Simons,female,Russia,2001,41014505,The Bronze Horseman,Historical,810,4.32,https://www.goodreads.com/book/show/41014505-the-bronze-horseman
Jasper Fforde,male,United Kingdom,2001,27003,The Eyre Affair,Fantasy,374,3.91,https://www.goodreads.com/book/show/27003.The_Eyre_Affair
Newt Scamander,male,United Kingdom,2001,41899,Fantastic Beasts and Where to Find Them,Fantasy,128,3.99,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them
David Davidar,male,India,2001,280499,The House of Blue Mangoes,Fiction,432,3.55,https://www.goodreads.com/book/show/280499.The_House_of_Blue_Mangoes
Brian Michael Bendis,male,United States,2001,105920,"Ultimate Spider-Man, Volume 1: Power and Responsibility",Sequential Art,184,4.08,https://www.goodreads.com/book/show/105920.Ultimate_Spider_Man_Volume_1
Frank Miller,male,United States,2001,52367,Batman: The Dark Knight Strikes Again,Sequential Art,248,3.22,https://www.goodreads.com/book/show/52367.Batman
Marjane Satrapi,female,Iran,2001,9517,Persepolis 2: The Story of a Return,Sequential Art,187,4.24,https://www.goodreads.com/book/show/9517.Persepolis_2
Geraldine Brooks,female,Australia,2001,4965,Year of Wonders,Historical,358,4.01,https://www.goodreads.com/book/show/4965.Year_of_Wonders
Miki Aihara,male,Japan,2001,1037814,"Hot Gimmick, Vol. 1",Sequential Art,192,3.64,https://www.goodreads.com/book/show/1037814.Hot_Gimmick_Vol_1
Kyousuke Motomi,male,Japan,2001,6419566,"Beast Master, Vol. 1",Sequential Art,192,4.19,https://www.goodreads.com/book/show/6419566-beast-master-vol-1
Heather McGowan,male,United States,2001,1136604,Schooling,Fiction,320,3.17,https://www.goodreads.com/book/show/1136604.Schooling
Stephen E. Ambrose,male,United States,2001,487638,The Wild Blue: The Men and Boys Who Flew the B-24s Over Germany 1944-45,History,299,3.93,https://www.goodreads.com/book/show/487638.The_Wild_Blue
Doug Stanton,male,United States,2001,42435,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,History,384,4.28,https://www.goodreads.com/book/show/42435.In_Harm_s_Way
Joanne Harris,female,United Kingdom,2001,15096,Five Quarters of the Orange,Fiction,307,3.85,https://www.goodreads.com/book/show/15096.Five_Quarters_of_the_Orange
Peter Hessler,male,United States,2001,94053,River Town: Two Years on the Yangtze,Cultural,432,4.2,https://www.goodreads.com/book/show/94053.River_Town
Peggy Noonan,male,United States,2001,83060,When Character Was King: A Story of Ronald Reagan,Biography,352,4.25,https://www.goodreads.com/book/show/83060.When_Character_Was_King
Alison Weir,female,United Kingdom,2001,10109,Henry VIII: The King and His Court,History,642,4.18,https://www.goodreads.com/book/show/10109.Henry_VIII
Mary S. Lovell,female,United Kingdom,2001,23856,The Mitford Girls: The Biography of an Extraordinary Family,Biography,609,3.97,https://www.goodreads.com/book/show/23856.The_Sisters
Cate Tiernan,male,United States,2001,675614,Book of Shadows,Young Adult,176,4.04,https://www.goodreads.com/book/show/675614.Book_of_Shadows
Malorie Blackman,male,United Kingdom,2001,714902,Noughts & Crosses,Young Adult,479,4.23,https://www.goodreads.com/book/show/714902.Noughts_Crosses
Blayne Cooper,female,United States,2001,1038936,Madam President,Glbt,423,4.17,https://www.goodreads.com/book/show/1038936.Madam_President
Shamim Sarif,female,United Kingdom,2001,1585299,The World Unseen,Lgbt,344,4.07,https://www.goodreads.com/book/show/1585299.The_World_Unseen
Sylvia Brownrigg,female,United States,2001,124854,Pages for You,Lgbt,274,3.94,https://www.goodreads.com/book/show/124854.Pages_for_You
Jenny Carroll,female,United States,2001,207682,When Lightning Strikes,Young Adult,266,4.04,https://www.goodreads.com/book/show/207682.When_Lightning_Strikes
Mark Kurlansky,male,United States,2001,3345,1968: The Year That Rocked the World,History,480,3.79,https://www.goodreads.com/book/show/3345.1968
Jay Winik,male,United States,2001,55229,April 1865: The Month That Saved America,History,512,4.14,https://www.goodreads.com/book/show/55229.April_1865
Jane Lindskold,female,United States,2001,66317,Through Wolf's Eyes,Fantasy,579,3.96,https://www.goodreads.com/book/show/66317.Through_Wolf_s_Eyes
Marcia Lynn McClure,female,United States,2001,6281917,Dusty Britches,Romance,312,4.2,https://www.goodreads.com/book/show/6281917-dusty-britches
Sharon Shinn,male,United States,2001,345660,Summers at Castle Auburn,Fantasy,342,4.02,https://www.goodreads.com/book/show/345660.Summers_at_Castle_Auburn
Ian Rankin,male,Scotland,2001,904488,Resurrection Men,Mystery,528,4.03,https://www.goodreads.com/book/show/904488.Resurrection_Men
Loraine Despres,female,United States,2001,218750,The Scandalous Summer of Sissy LeBlanc,Fiction,352,3.71,https://www.goodreads.com/book/show/218750.The_Scandalous_Summer_of_Sissy_LeBlanc
Ayu Utami,male,Indonesia,2001,1337751,Larung,Novels,264,3.41,https://www.goodreads.com/book/show/1337751.Larung
Robert Littell,male,United States,2001,1218465,The Company,Fiction,1281,4.22,https://www.goodreads.com/book/show/1218465.The_Company
Lynn Austin,female,United States,2001,359998,Hidden Places,Christian Fiction,429,4.27,https://www.goodreads.com/book/show/359998.Hidden_Places
Thomas J. Stanley,male,United States,2001,905092,The Millionaire Mind,Business,416,4.18,https://www.goodreads.com/book/show/905092.The_Millionaire_Mind
Fuchsia Dunlop,female,United Kingdom,2001,94561,Land of Plenty: A Treasury of Authentic Sichuan Cooking,Food and Drink,400,4.27,https://www.goodreads.com/book/show/94561.Land_of_Plenty
Barbara Cleverly,female,United Kingdom,2001,1074808,The Last Kashmiri Rose,Mystery,322,3.73,https://www.goodreads.com/book/show/1074808.The_Last_Kashmiri_Rose
Joel Shepherd,male,Australia,2001,378724,Crossover,Science Fiction,459,3.84,https://www.goodreads.com/book/show/378724.Crossover
Samuel R. Delany,male,United States,2001,145356,Babel-17/Empire Star,Science Fiction,311,3.95,https://www.goodreads.com/book/show/145356.Babel_17_Empire_Star
Lana Wachowski,female,United States,2001,424779,The Matrix: Screenplay,Media Tie In,220,4.16,https://www.goodreads.com/book/show/424779.The_Matrix
Chuck Palahniuk,male,United States,2001,29059,Choke,Fiction,293,3.7,https://www.goodreads.com/book/show/29059.Choke
Trudi Canavan,female,Australia,2001,28249,The Magicians' Guild,Fantasy,384,3.96,https://www.goodreads.com/book/show/28249.The_Magicians_Guild
Bruce Campbell,male,United States,2001,34548,If Chins Could Kill: Confessions of a B Movie Actor,Nonfiction,344,3.99,https://www.goodreads.com/book/show/34548.If_Chins_Could_Kill
Mark Bowden,male,United States,2001,419083,Killing Pablo: The Hunt for the World's Greatest Outlaw,Nonfiction,296,3.95,https://www.goodreads.com/book/show/419083.Killing_Pablo
Karen Armstrong,male,United Kingdom,2001,27304,Buddha,Religion,240,3.89,https://www.goodreads.com/book/show/27304.Buddha
John Grisham,male,United States,2001,5360,A Painted House,Fiction,384,3.69,https://www.goodreads.com/book/show/5360.A_Painted_House
